"Elu_IdIndividu","NomDeNaissance","Prenom","Sexe","DateNaissance","DateDeces","TypeMandat","DateDebutMandat","DateFinMandat","MotifFinMandat","Serie","CodeTerritoire","NomTerritoire"
"SEN_0000204","LARTIGUE","EMMANUEL","M",1908-12-28,1994-06-24,"SENATEUR",1969-07-23,1974-09-21,"FM","b","64","BASSES PYRENEES"
"SEN_0000204","LARTIGUE","EMMANUEL","M",1908-12-28,1994-06-24,"SENATEUR",1969-07-23,1974-09-21,"FM","b","64","PYRENEES ATLANTIQUES"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SEN_0000211","POHER","ALAIN","M",1909-04-17,1996-12-09,"SENATEUR",1959-04-26,1968-09-21,"FM","c1","78","SEINE ET OISE"
"SEN_0000211","POHER","ALAIN","M",1909-04-17,1996-12-09,"SENATEUR",1959-04-26,1968-09-21,"FM","c1","94","VAL DE MARNE"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SEN_0000214","ROUX","OLIVIER","M",1909-07-10,1995-10-14,"SENATEUR",1983-09-25,1992-09-26,"FM","b","ETR_B","FRANCAIS DE L ETRANGER B"
"SEN_0000214","ROUX","OLIVIER","M",1909-07-10,1995-10-14,"SENATEUR",1983-09-25,1992-09-26,"NE SE REPRESENTE PAS","b","ETR_B","FRANCAIS DE L ETRANGER"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SEN_0000215","ERRECART","JEAN","M",1909-07-12,1971-01-17,"SENATEUR",1959-04-26,1965-09-25,"FM","b","64","BASSES PYRENEES"
"SEN_0000215","ERRECART","JEAN","M",1909-07-12,1971-01-17,"SENATEUR",1959-04-26,1965-09-25,"FM","b","64","PYRENEES ATLANTIQUES"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SEN_0000215","ERRECART","JEAN","M",1909-07-12,1971-01-17,"SENATEUR",1965-09-26,1971-01-17,"Deces","b","64","PYRENEES ATLANTIQUES"
"SEN_0000215","ERRECART","JEAN","M",1909-07-12,1971-01-17,"SENATEUR",1965-09-26,1971-01-17,"DECEDE","b","64","BASSES PYRENEES"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SEN_0000251","TINAUD","JEAN LOUIS","M",1910-09-23,1990-08-13,"SENATEUR",1959-04-26,1965-09-25,"FM","b","64","PYRENEES ATLANTIQUES"
"SEN_0000251","TINAUD","JEAN LOUIS","M",1910-09-23,1990-08-13,"SENATEUR",1959-04-26,1965-09-25,"FM","b","64","BASSES PYRENEES"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SEN_0000251","TINAUD","JEAN LOUIS","M",1910-09-23,1990-08-13,"SENATEUR",1965-09-26,1969-07-22,"Nomme au gouvernement","b","64","PYRENEES ATLANTIQUES"
"SEN_0000251","TINAUD","JEAN LOUIS","M",1910-09-23,1990-08-13,"SENATEUR",1965-09-26,1969-07-22,"MEMBRE GOUVERNEMENT","b","64","BASSES PYRENEES"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SEN_0000272","CHAUVIN","ADOLPHE","M",1911-06-07,1989-02-03,"SENATEUR",1959-04-26,1968-09-21,"FM","c1","78","SEINE ET OISE"
"SEN_0000272","CHAUVIN","ADOLPHE","M",1911-06-07,1989-02-03,"SENATEUR",1959-04-26,1968-09-21,"FM","c1","95","VAL D OISE"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SEN_0000285","BERGEAL","AIME","M",1912-01-11,1973-09-26,"SENATEUR",1967-04-03,1968-09-21,"FM","c1","78","YVELINES"
"SEN_0000285","BERGEAL","AIME","M",1912-01-11,1973-09-26,"SENATEUR",1967-04-04,1968-09-21,"FM","c1","78","SEINE ET OISE"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SEN_0000298","SOUFFLET","JACQUES","M",1912-10-04,1990-01-09,"SENATEUR",1959-04-26,1968-09-21,"FM","c1","78","SEINE ET OISE"
"SEN_0000298","SOUFFLET","JACQUES","M",1912-10-04,1990-01-09,"SENATEUR",1959-04-26,1968-09-21,"FM","c1","78","YVELINES"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SEN_0000302","TALAMONI","LOUIS","M",1912-12-19,1975-04-30,"SENATEUR",1963-02-01,1968-09-21,"FM","c1","75","SEINE"
"SEN_0000302","TALAMONI","LOUIS","M",1912-12-19,1975-04-30,"SENATEUR",1963-02-01,1968-09-21,"FM","c1","94","VAL DE MARNE"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SEN_0000320","LEMARIE","BERNARD","M",1913-07-30,1996-04-24,"SENATEUR",1959-04-26,1962-09-22,"FIN DE MANDAT","a","22","COTES DU NORD"
"SEN_0000320","LEMARIE","BERNARD","M",1913-07-30,1996-04-24,"SENATEUR",1959-04-26,1962-09-22,"FM","a","22","COTES D ARMOR"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SEN_0000320","LEMARIE","BERNARD","M",1913-07-30,1996-04-24,"SENATEUR",1962-09-23,1971-09-25,"FM","a","22","COTES D ARMOR"
"SEN_0000320","LEMARIE","BERNARD","M",1913-07-30,1996-04-24,"SENATEUR",1962-09-23,1971-09-25,"FM","a","22","COTES DU NORD"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SEN_0000320","LEMARIE","BERNARD","M",1913-07-30,1996-04-24,"SENATEUR",1971-09-26,1980-09-27,"FM","a","22","COTES DU NORD"
"SEN_0000320","LEMARIE","BERNARD","M",1913-07-30,1996-04-24,"SENATEUR",1971-09-26,1980-09-27,"FM","a","22","COTES D ARMOR"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SEN_0000320","LEMARIE","BERNARD","M",1913-07-30,1996-04-24,"SENATEUR",1980-09-28,1989-09-23,"FM","a","22","COTES D ARMOR"
"SEN_0000320","LEMARIE","BERNARD","M",1913-07-30,1996-04-24,"SENATEUR",1980-09-28,1989-09-23,"FM","a","22","COTES DU NORD"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SEN_0000416","DARDEL","GEORGES","M",1919-04-13,1982-10-01,"SENATEUR",1959-04-26,1968-09-21,"FM","c1","75","SEINE"
"SEN_0000416","DARDEL","GEORGES","M",1919-04-13,1982-10-01,"SENATEUR",1959-04-26,1968-09-21,"FM","c1","92","HAUTS DE SEINE"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SEN_0000419","ORNANO","CHARLES","M",1919-05-05,1994-02-19,"SENATEUR",1980-09-28,1989-09-23,"FM","a","2A","CORSE SUD"
"SEN_0000419","ORNANO","CHARLES","M",1919-05-05,1994-02-19,"SENATEUR",1980-09-28,1989-09-23,"FM","a","2A","CORSE SUD"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SEN_0000419","ORNANO","CHARLES","M",1919-05-05,1994-02-19,"SENATEUR",1989-09-24,1994-02-19,"DECEDE","a","2A","CORSE SUD"
"SEN_0000419","ORNANO","CHARLES","M",1919-05-05,1994-02-19,"SENATEUR",1989-09-24,1994-02-19,"Deces","a","2A","CORSE SUD"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SEN_0000488","PADO","DOMINIQUE","M",1922-05-24,1989-05-18,"SENATEUR",1967-04-03,1968-09-21,"FM","c1","75","PARIS"
"SEN_0000488","PADO","DOMINIQUE","M",1922-05-24,1989-05-18,"SENATEUR",1967-04-04,1968-09-21,"FM","c1","75","SEINE"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SEN_0000529","BARRAS","JEAN","M",1924-05-04,1990-04-11,"SENATEUR",1986-09-28,1990-04-11,"DECEDE","c1","ETR_C","FRANCAIS DE L ETRANGER"
"SEN_0000529","BARRAS","JEAN","M",1924-05-04,1990-04-11,"SENATEUR",1986-09-28,1990-04-11,"Deces","c1","ETR_C","FRANCAIS DE L ETRANGER C"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SEN_0000663","BAYLE","JEAN PIERRE","M",1947-09-27,NA,"SENATEUR",1983-09-25,1992-09-26,"FM","b","ETR_B","FRANCAIS DE L ETRANGER B"
"SEN_0000663","BAYLE","JEAN PIERRE","M",1947-09-27,NA,"SENATEUR",1983-09-25,1992-09-26,"NE SE REPRESENTE PAS","b","ETR_B","FRANCAIS DE L ETRANGER"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SEN_0000673","SAUVAGEOT","EDMOND","M",NA,1983-10-11,"SENATEUR",1974-03-12,1974-09-21,"FM","b","ETR_B","FRANCAIS DE L ETRANGER"
"SEN_0000673","SAUVAGEOT","EDMOND","M",NA,1983-10-11,"SENATEUR",1974-03-12,1977-09-24,"FM","c2","ETR_C","FRANCAIS DE L ETRANGER C"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SEN_0000673","SAUVAGEOT","EDMOND","M",NA,1983-10-11,"SENATEUR",1974-03-12,1977-09-24,"FM","c2","ETR_C","FRANCAIS DE L ETRANGER C"
"SEN_0000673","SAUVAGEOT","EDMOND","M",NA,1983-10-11,"SENATEUR",1974-09-22,1977-10-02,"NE SE REPRESENTE PAS","b","ETR_B","FRANCAIS DE L ETRANGER"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SEN_0000681","DUCLOS","JACQUES","M",NA,1975-04-25,"SENATEUR",1959-04-26,1968-09-21,"FM","c1","78","SEINE ET OISE"
"SEN_0000681","DUCLOS","JACQUES","M",NA,1975-04-25,"SENATEUR",1959-04-26,1968-09-21,"FM","c1","93","SEINE SAINT DENIS"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SEN_0000701","BERTAUD","JEAN","M",NA,1987-03-08,"SENATEUR",1959-04-26,1968-09-21,"FM","c1","78","SEINE ET OISE"
"SEN_0000701","BERTAUD","JEAN","M",NA,1987-03-08,"SENATEUR",1959-04-26,1968-09-21,"FM","c1","94","VAL DE MARNE"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SEN_0000752","PROST","PIERRE","M",NA,1982-12-14,"SENATEUR",1967-05-16,1968-09-21,"FM","c1","91","ESSONNE"
"SEN_0000752","PROST","PIERRE","M",NA,1982-12-14,"SENATEUR",1967-05-17,1968-09-21,"FM","c1","78","SEINE ET OISE"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SEN_0000763","CORNU","ANDRE","M",NA,1980-02-05,"SENATEUR",1959-04-26,1962-09-22,"FM","a","22","COTES D ARMOR"
"SEN_0000763","CORNU","ANDRE","M",NA,1980-02-05,"SENATEUR",1959-04-26,1962-09-22,"FIN DE MANDAT","a","22","COTES DU NORD"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SEN_0000763","CORNU","ANDRE","M",NA,1980-02-05,"SENATEUR",1962-09-23,1971-09-25,"FM","a","22","COTES D ARMOR"
"SEN_0000763","CORNU","ANDRE","M",NA,1980-02-05,"SENATEUR",1962-09-23,1971-09-25,"NE SE REPRESENTE PAS","a","22","COTES DU NORD"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SEN_056829S","VERMEERSCH","JEANNETTE","F",1910-11-26,2001-11-05,"SENATEUR",1959-04-26,1968-09-21,"FM","c1","75","SEINE"
"SEN_056829S","VERMEERSCH","JEANNETTE","F",1910-11-26,2001-11-05,"SENATEUR",1959-04-26,1968-09-21,"FM","c1","75","SEINE"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SEN_058619S","BONNEFOUS","EDOUARD","M",1907-08-24,2007-02-24,"SENATEUR",1959-04-26,1968-09-21,"FM","c1","78","YVELINES"
"SEN_058619S","BONNEFOUS","EDOUARD","M",1907-08-24,2007-02-24,"SENATEUR",1959-04-26,1968-09-21,"FM","c1","78","SEINE ET OISE"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SEN_058647W","WIRTH","FREDERIC","M",1915-04-11,1999-07-13,"SENATEUR",1977-09-25,1986-09-27,"FM","c1","ETR_C","FRANCAIS DE L ETRANGER C"
"SEN_058647W","WIRTH","FREDERIC","M",1915-04-11,1999-07-13,"SENATEUR",1977-09-25,1986-09-27,"NE SE REPRESENTE PAS","c2","ETR_C","FRANCAIS DE L ETRANGER"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SEN_058924Y","LE COZANNET","YVES","M",1927-04-13,2004-08-19,"SENATEUR",1980-09-28,1989-09-23,"FM","a","22","COTES D ARMOR"
"SEN_058924Y","LE COZANNET","YVES","M",1927-04-13,2004-08-19,"SENATEUR",1980-09-28,1989-09-23,"FM","a","22","COTES DU NORD"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SEN_059215E","D ANDIGNE","HUBERT","M",1917-04-24,2005-09-22,"SENATEUR",1983-09-25,1992-09-26,"FM","b","61","ORNE"
"SEN_059215E","D ANDIGNE","HUBERT","M",1917-04-24,2005-09-22,"SENATEUR",1986-09-28,1992-10-01,"NON REELU","b","61","ORNE"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SEN_059521M","FOSSET","ANDRE","M",1918-11-13,2001-03-27,"SENATEUR",1959-04-26,1968-09-21,"FM","c1","75","SEINE"
"SEN_059521M","FOSSET","ANDRE","M",1918-11-13,2001-03-27,"SENATEUR",1959-04-26,1968-09-21,"FM","c1","92","HAUTS DE SEINE"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SEN_062001R","GIACOBBI","FRANCOIS","M",1919-07-19,1997-03-07,"SENATEUR",1962-09-23,1971-09-25,"FM","a","20","CORSE"
"SEN_062001R","GIACOBBI","FRANCOIS","M",1919-07-19,1997-03-07,"SENATEUR",1962-09-23,1971-09-25,"FM","a","2B","HAUTE CORSE"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SEN_062001R","GIACOBBI","FRANCOIS","M",1919-07-19,1997-03-07,"SENATEUR",1971-09-26,1980-09-27,"FM","a","20","CORSE"
"SEN_062001R","GIACOBBI","FRANCOIS","M",1919-07-19,1997-03-07,"SENATEUR",1971-09-26,1980-09-27,"FM","a","2B","HAUTE CORSE"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SEN_062001R","GIACOBBI","FRANCOIS","M",1919-07-19,1997-03-07,"SENATEUR",1980-09-28,1989-09-23,"FM","a","2B","HAUTE CORSE"
"SEN_062001R","GIACOBBI","FRANCOIS","M",1919-07-19,1997-03-07,"SENATEUR",1980-09-28,1989-09-23,"FM","a","2B","HAUTE CORSE"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SEN_062001R","GIACOBBI","FRANCOIS","M",1919-07-19,1997-03-07,"SENATEUR",1989-09-24,1997-03-07,"Deces","a","2B","HAUTE CORSE"
"SEN_062001R","GIACOBBI","FRANCOIS","M",1919-07-19,1997-03-07,"SENATEUR",1989-09-24,1997-03-07,"DECEDE","a","2B","HAUTE CORSE"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SEN_069001W","HABERT","JACQUES","M",1919-09-26,2012-08-06,"SENATEUR",1969-03-21,1971-09-25,"FM","a","ETR_A","FRANCAIS DE L ETRANGER"
"SEN_069001W","HABERT","JACQUES","M",1919-09-26,2012-08-06,"SENATEUR",1969-03-21,1971-09-25,"FM","a","ETR_A","FRANCAIS DE L ETRANGER A"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SEN_069001W","HABERT","JACQUES","M",1919-09-26,2012-08-06,"SENATEUR",1971-09-26,1980-09-27,"FM","a","ETR_A","FRANCAIS DE L ETRANGER"
"SEN_069001W","HABERT","JACQUES","M",1919-09-26,2012-08-06,"SENATEUR",1971-09-26,1980-09-27,"FM","a","ETR_A","FRANCAIS DE L ETRANGER A"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SEN_069001W","HABERT","JACQUES","M",1919-09-26,2012-08-06,"SENATEUR",1980-09-28,1989-09-23,"FM","a","ETR_A","FRANCAIS DE L ETRANGER"
"SEN_069001W","HABERT","JACQUES","M",1919-09-26,2012-08-06,"SENATEUR",1980-09-28,1989-09-23,"FM","a","ETR_A","FRANCAIS DE L ETRANGER A"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SEN_069001W","HABERT","JACQUES","M",1919-09-26,2012-08-06,"SENATEUR",1989-09-24,1998-09-26,"NE SE REPRESENTE PAS","a","ETR_A","FRANCAIS DE L ETRANGER"
"SEN_069001W","HABERT","JACQUES","M",1919-09-26,2012-08-06,"SENATEUR",1989-09-24,1998-09-26,"FM","a","ETR_A","FRANCAIS DE L ETRANGER A"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SEN_071011U","CROZE","PIERRE","M",1921-05-14,1998-01-19,"SENATEUR",1971-09-26,1980-09-27,"FM","a","ETR_A","FRANCAIS DE L ETRANGER"
"SEN_071011U","CROZE","PIERRE","M",1921-05-14,1998-01-19,"SENATEUR",1971-09-26,1980-09-27,"FM","a","ETR_A","FRANCAIS DE L ETRANGER A"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SEN_071011U","CROZE","PIERRE","M",1921-05-14,1998-01-19,"SENATEUR",1980-09-28,1989-09-23,"FM","a","ETR_A","FRANCAIS DE L ETRANGER"
"SEN_071011U","CROZE","PIERRE","M",1921-05-14,1998-01-19,"SENATEUR",1980-09-28,1989-09-23,"FM","a","ETR_A","FRANCAIS DE L ETRANGER A"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SEN_071011U","CROZE","PIERRE","M",1921-05-14,1998-01-19,"SENATEUR",1989-09-24,1998-01-19,"DECEDE","a","ETR_A","FRANCAIS DE L ETRANGER"
"SEN_071011U","CROZE","PIERRE","M",1921-05-14,1998-01-19,"SENATEUR",1989-09-24,1998-01-19,"Deces","a","ETR_A","FRANCAIS DE L ETRANGER A"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SEN_074019R","DE CUTTOLI","CHARLES","M",1915-08-15,2007-12-11,"SENATEUR",1974-09-22,1983-09-24,"FM","b","ETR_B","FRANCAIS DE L ETRANGER B"
"SEN_074019R","DE CUTTOLI","CHARLES","M",1915-08-15,2007-12-11,"SENATEUR",1974-09-22,1983-09-24,"FM","b","ETR_B","FRANCAIS DE L ETRANGER"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SEN_074019R","DE CUTTOLI","CHARLES","M",1915-08-15,2007-12-11,"SENATEUR",1983-09-25,1992-09-26,"FM","b","ETR_B","FRANCAIS DE L ETRANGER"
"SEN_074019R","DE CUTTOLI","CHARLES","M",1915-08-15,2007-12-11,"SENATEUR",1983-09-25,1992-09-26,"FM","b","ETR_B","FRANCAIS DE L ETRANGER B"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SEN_074019R","DE CUTTOLI","CHARLES","M",1915-08-15,2007-12-11,"SENATEUR",1992-09-27,2001-09-22,"FM","b","ETR_B","FRANCAIS DE L ETRANGER"
"SEN_074019R","DE CUTTOLI","CHARLES","M",1915-08-15,2007-12-11,"SENATEUR",1992-09-27,2001-09-22,"FM","b","ETR_B","FRANCAIS DE L ETRANGER B"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SEN_074032N","D ORNANO","PAUL","M",1922-08-01,2002-05-24,"SENATEUR",1974-09-22,1977-09-24,"FM","c2","ETR_C","FRANCAIS DE L ETRANGER"
"SEN_074032N","D ORNANO","PAUL","M",1922-08-01,2002-05-24,"SENATEUR",1974-09-22,1977-09-24,"FM","c1","ETR_C","FRANCAIS DE L ETRANGER C"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SEN_074032N","D ORNANO","PAUL","M",1922-08-01,2002-05-24,"SENATEUR",1977-09-25,1986-09-27,"FM","c1","ETR_C","FRANCAIS DE L ETRANGER"
"SEN_074032N","D ORNANO","PAUL","M",1922-08-01,2002-05-24,"SENATEUR",1977-09-25,1986-09-27,"FM","c2","ETR_C","FRANCAIS DE L ETRANGER C"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SEN_074032N","D ORNANO","PAUL","M",1922-08-01,2002-05-24,"SENATEUR",1986-09-28,1995-09-23,"FM","c1","ETR_C","FRANCAIS DE L ETRANGER"
"SEN_074032N","D ORNANO","PAUL","M",1922-08-01,2002-05-24,"SENATEUR",1986-09-28,1995-09-23,"FM","c2","ETR_C","FRANCAIS DE L ETRANGER C"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SEN_074032N","D ORNANO","PAUL","M",1922-08-01,2002-05-24,"SENATEUR",1995-09-24,2001-10-10,"DEMISSIONNAIRE","c1","ETR_C","FRANCAIS DE L ETRANGER"
"SEN_074032N","D ORNANO","PAUL","M",1922-08-01,2002-05-24,"SENATEUR",1995-09-24,2001-10-10,"Demission","c1","ETR_C","FRANCAIS DE L ETRANGER C"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SEN_086050E","DE VILLEPIN","XAVIER","M",1926-03-14,2014-10-29,"SENATEUR",1986-09-28,1995-09-23,"FM","c2","ETR_C","FRANCAIS DE L ETRANGER"
"SEN_086050E","DE VILLEPIN","XAVIER","M",1926-03-14,2014-10-29,"SENATEUR",1986-09-28,1995-09-23,"FM","c1","ETR_C","FRANCAIS DE L ETRANGER C"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SEN_086050E","DE VILLEPIN","XAVIER","M",1926-03-14,2014-10-29,"SENATEUR",1995-09-24,2004-09-25,"NE SE REPRESENTE PAS","c1","ETR_C","FRANCAIS DE L ETRANGER"
"SEN_086050E","DE VILLEPIN","XAVIER","M",1926-03-14,2014-10-29,"SENATEUR",1995-09-24,2004-09-25,"FM","c2","ETR_C","FRANCAIS DE L ETRANGER C"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SEN_090002A","DURAND CHASTEL","HUBERT","M",1918-08-08,2007-10-19,"SENATEUR",1990-04-12,1995-09-23,"FIN DE MANDAT","c1","ETR_C","FRANCAIS DE L ETRANGER"
"SEN_090002A","DURAND CHASTEL","HUBERT","M",1918-08-08,2007-10-19,"SENATEUR",1990-04-12,1995-09-23,"FM","c1","ETR_C","FRANCAIS DE L ETRANGER C"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SEN_090002A","DURAND CHASTEL","HUBERT","M",1918-08-08,2007-10-19,"SENATEUR",1995-09-24,2004-09-25,"FM","c1","ETR_C","FRANCAIS DE L ETRANGER C"
"SEN_090002A","DURAND CHASTEL","HUBERT","M",1918-08-08,2007-10-19,"SENATEUR",1995-09-24,2004-09-25,"NE SE REPRESENTE PAS","c2","ETR_C","FRANCAIS DE L ETRANGER"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SEN_092034S","MAMAN","ANDRE","M",1927-06-09,2018-04-13,"SENATEUR",1992-09-27,2001-09-22,"FM","b","ETR_B","FRANCAIS DE L ETRANGER"
"SEN_092034S","MAMAN","ANDRE","M",1927-06-09,2018-04-13,"SENATEUR",1992-09-27,2001-09-22,"FM","b","ETR_B","FRANCAIS DE L ETRANGER B"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SEN_094002S","DE ROCCA SERRA","LOUIS FERDINAND","M",1936-02-07,NA,"SENATEUR",1994-02-20,1998-09-26,"FM","a","2A","CORSE SUD"
"SEN_094002S","DE ROCCA SERRA","LOUIS FERDINAND","M",1936-02-07,NA,"SENATEUR",1994-02-20,1998-09-26,"FM","a","2A","CORSE SUD"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SEN_094002S","DE ROCCA SERRA","LOUIS FERDINAND","M",1936-02-07,NA,"SENATEUR",1998-09-27,2001-09-20,"DECH PAR CC","a","2A","CORSE SUD"
"SEN_094002S","DE ROCCA SERRA","LOUIS FERDINAND","M",1936-02-07,NA,"SENATEUR",1998-09-27,2001-09-22,"FM","a","2A","CORSE SUD"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SEN_098001J","GASPARD","ANDRE","M",1925-02-17,1999-06-21,"SENATEUR",1998-01-20,1998-09-26,"NE SE REPRESENTE PAS","a","ETR_A","FRANCAIS DE L ETRANGER"
"SEN_098001J","GASPARD","ANDRE","M",1925-02-17,1999-06-21,"SENATEUR",1998-01-20,1998-09-26,"FM","a","ETR_A","FRANCAIS DE L ETRANGER A"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SEN_098008R","NATALI","PAUL","M",1933-11-13,NA,"SENATEUR",1998-09-27,2005-03-19,"DEMISSIONNAIRE","a","2B","HAUTE CORSE"
"SEN_098008R","NATALI","PAUL","M",1933-11-13,NA,"SENATEUR",1998-09-27,2005-03-19,"Demission","a","2B","HAUTE CORSE"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
