IdIndividu;IdEluRNEHisto;IdEluSenat;IdEluAssemblee;NomDeNaissance;Prenom;Sexe;DateDeNaissance;TypeMandat;DateDebutMandat;DateFinMandat;MotifFinMandat;TypeFonction;DateDebutFonction;DateFinFonction;MotifFinFonction;NuancePolitique;IdTerritoire;NomTerritoire;TypeTerritoire;Sources
SEN_058913V;NULL;58913V;NULL;DE LA VERPILLIERE;GUY;M;09/08/1922;CONSEILLER MUNICIPAL;13/03/1977;01/03/1983;FM;M;13/03/1977;01/03/1983;FM;UDF;NA;LAGNIEU;Commune;WIKIPEDIA
SEN_058913V;NULL;58913V;NULL;DE LA VERPILLIERE;GUY;M;09/08/1922;CONSEILLER MUNICIPAL;06/03/1983;10/03/1989;FM;M;06/03/1983;10/03/1989;FM;UDF;NA;LAGNIEU;Commune;WIKIPEDIA
SEN_058913V;NULL;58913V;NULL;DE LA VERPILLIERE;GUY;M;09/08/1922;CONSEILLER MUNICIPAL;12/03/1989;10/06/1995;FM;M;12/03/1989;10/06/1995;FM;UDF;NA;LAGNIEU;Commune;WIKIPEDIA
RNE_0106732;106732;NULL;PA1012;DE LA VERPILLIERE;CHARLES;M;31/05/1954;CONSEILLER MUNICIPAL;11/06/1995;10/03/2001;FM;M;11/06/1995;10/03/2001;FM;UDF;NA;LAGNIEU;Commune;WIKIPEDIA
RNE_0106732;106732;NULL;PA1012;DE LA VERPILLIERE;CHARLES;M;31/05/1954;CONSEILLER MUNICIPAL;11/03/2001;28/03/2004;NA;M;11/03/2001;28/03/2004;AU;UMP;NA;LAGNIEU;Commune;WIKIPEDIA
;NA;NA;NA;DAUBIE;ROMAIN;M;05/05/1980;CONSEILLER DEPARTEMENTAL;29/03/2015;10/06/2021;FM;NA;NA;NA;NA;REP;NA;MEXIMIEUX;Canton;WIKIPEDIA
;NA;NA;NA;DAUBIE;ROMAIN;M;05/05/1980;CONSEILLER DEPARTEMENTAL;27/06/2021;NA;NA;NA;NA;NA;NA;REP;NA;MEXIMIEUX;Canton;WIKIPEDIA
;NA;NA;NA;BEAUFORT;JEAN;M;04/02/1928;CONSEILLER DEPARTEMENTAL;14/03/1982;01/03/1985;FM;NA;NA;NA;NA;DVD;NA;MIRIBEL;Canton;WIKIPEDIA
;NA;NA;NA;BEAUFORT;JEAN;M;04/02/1928;CONSEILLER DEPARTEMENTAL;17/03/1985;10/03/1992;FM;NA;NA;NA;NA;NA;NA;MIRIBEL;Canton;WIKIPEDIA
;NA;NA;NA;BEAUFORT;JEAN;M;04/02/1928;CONSEILLER DEPARTEMENTAL;29/03/1992;10/03/1998;FM;NA;NA;NA;NA;NA;NA;MIRIBEL;Canton;WIKIPEDIA
RNE_0106690;106690;08059E;NULL;BERTHOU;JACQUES;M;03/03/1940;CONSEILLER DEPARTEMENTAL;15/03/1998;15/03/2004;FM;NA;NA;NA;NA;SOC;NA;MIRIBEL;Canton;WIKIPEDIA
RNE_0106690;106690;08059E;NULL;BERTHOU;JACQUES;M;03/03/1940;CONSEILLER DEPARTEMENTAL;21/03/2004;01/01/2008;DM;NA;NA;NA;NA;SOC;NA;MIRIBEL;Canton;WIKIPEDIA
;NA;NA;NA;BEAUFORT;JEAN;M;04/02/1928;CONSEILLER MUNICIPAL;13/03/1977;05/03/1983;FM;ADJOINT;13/03/1977;05/03/1983;FM;DVD;NA;MIRIBEL;Commune;ARCHIVES
;NA;NA;NA;BEAUFORT;JEAN;M;04/02/1928;CONSEILLER MUNICIPAL;06/03/1983;10/03/1989;FM;M;06/03/1983;10/03/1989;FM;NA;NA;MIRIBEL;Commune;WIKIPEDIA
;NA;NA;NA;BEAUFORT;JEAN;M;04/02/1928;CONSEILLER MUNICIPAL;12/03/1989;10/06/1995;FM;M;12/03/1989;10/06/1995;FM;NA;NA;MIRIBEL;Commune;WIKIPEDIA
;NA;NA;NA;BEAUFORT;JEAN;M;04/02/1928;CONSEILLER MUNICIPAL;14/03/1971;10/03/1977;FM;NA;NA;NA;NA;DVD;NA;MIRIBEL;Commune;ARCHIVES
RNE_0106690;106690;08059E;NULL;BERTHOU;JACQUES;M;03/03/1940;CONSEILLER MUNICIPAL;11/06/1995;10/03/2001;FM;M;11/06/1995;10/03/2001;FM;SOC;NA;MIRIBEL;Commune;WIKIPEDIA
RNE_0106690;106690;08059E;NULL;BERTHOU;JACQUES;M;03/03/1940;CONSEILLER MUNICIPAL;06/03/1983;10/03/1989;FM;NA;NA;NA;NA;DVG;NA;MIRIBEL;Commune;WIKIPEDIA
RNE_0106690;106690;08059E;NULL;BERTHOU;JACQUES;M;03/03/1940;CONSEILLER MUNICIPAL;11/03/2001;01/03/2008;FM;M;11/03/2001;01/03/2008;FM;DVG;;MIRIBEL;Commune;WIKIPEDIA
RNE_0106690;106690;08059E;NULL;BERTHOU;JACQUES;M;03/03/1940;CONSEILLER MUNICIPAL;09/03/2008;20/03/2014;FM;M;09/03/2008;20/03/2014;FM;DVG;;MIRIBEL;Commune;WIKIPEDIA
;;;;VIRICEL;SYLVIE;F;01/01/1958;CONSEILLER MUNICIPAL;11/03/2001;01/03/2008;FM;ADJOINT;11/03/2001;01/03/2008;FM;DVG;;MIRIBEL;Commune;WIKIPEDIA
;;;;VIRICEL;SYLVIE;F;01/01/1958;CONSEILLER MUNICIPAL;09/03/2008;20/03/2014;FM;1er ADJOINT;09/03/2008;20/03/2014;FM;DVG;;MIRIBEL;Commune;WIKIPEDIA
;;;;VIRICEL;SYLVIE;F;01/01/1958;CONSEILLER MUNICIPAL;22/03/2014;10/03/2020;FM;M;22/03/2014;10/03/2020;FM;DVG;;MIRIBEL;Commune;WIKIPEDIA
;;;;VIRICEL;SYLVIE;F;01/01/1958;CONSEILLER MUNICIPAL;20/03/2020;NA;NA;;;;;DVG;;MIRIBEL;Commune;WIKIPEDIA
;;;;GAITET;JEAN PIERRE;M;21/01/1954;CONSEILLER MUNICIPAL;20/03/2020;NA;NA;M;20/03/2020;NA;NA;DVD;;MIRIBEL;Commune;WIKIPEDIA
;;;;GAITET;JEAN PIERRE;M;21/01/1954;CONSEILLER DEPARTEMENTAL;29/03/2015;10/06/2021;FM;;;;;DVD;;MIRIBEL;Canton;WIKIPEDIA
;;;;GAITET;JEAN PIERRE;M;21/01/1954;CONSEILLER DEPARTEMENTAL;27/06/2021;NA;NA;;;;;DVD;;MIRIBEL;Canton;WIKIPEDIA
;NA;NA;NA;BILLANDON;CHARLES;M;24/12/1921;CONSEILLER MUNICIPAL;14/03/1971;10/03/1977;FM;M;14/03/1971;10/03/1977;FM;DVG;NA;MIRIBEL;Commune;ARCHIVES
;NA;NA;NA;BILLANDON;CHARLES;M;24/12/1921;CONSEILLER MUNICIPAL;13/03/1977;05/03/1983;FM;M;13/03/1977;05/03/1983;FM;DVG;NA;MIRIBEL;Commune;WIKIPEDIA
;NA;NA;NA;MEIFFRE;JEAN CHARLES;M;18/04/1908;CONSEILLER MUNICIPAL;08/03/1959;10/03/1965;FM;M;08/03/1959;10/03/1965;FM;RADICAL;NA;MIRIBEL;Commune;ARCHIVES
;NA;NA;NA;MEIFFRE;JEAN CHARLES;M;18/04/1908;CONSEILLER MUNICIPAL;14/03/1965;10/03/1971;FM;M;14/03/1965;10/03/1971;FM;RADICAL;NA;MIRIBEL;Commune;WIKIPEDIA
;NA;NA;NA;DAUBIE;ROMAIN;M;05/05/1980;CONSEILLER MUNICIPAL;22/03/2014;10/03/2020;FM;M;22/03/2014;10/03/2020;FM;REP;NA;MONTLUEL;Commune;WIKIPEDIA
;NA;NA;NA;DAUBIE;ROMAIN;M;05/05/1980;CONSEILLER MUNICIPAL;20/03/2020;29/08/2022;DM;M;20/03/2020;29/08/2022;CUMUL;REP;NA;MONTLUEL;Commune;WIKIPEDIA
;NA;NA;NA;BARBEROT;PAUL;M;26/10/1915;CONSEILLER DEPARTEMENTAL;23/09/1970;01/03/1976;FM;NA;NA;NA;NA;MRP;NA;NA;Canton;WIKIPEDIA
;NA;NA;NA;GODIN;ANDRE;M;18/05/1942;DEPUTE;01/06/1997;05/06/2002;FM;NA;NA;NA;NA;NA;NA;NA;Circonscription legislative;WIKIPEDIA
;NA;NA;NA;ABAD;DAMIEN;M;05/04/1980;REPRESENTANT EUROPEN;07/06/2009;17/06/2012;NA;NA;NA;NA;NA;NA;NA;NA;NA;WIKIPEDIA
;NA;NA;NA;GUICHON;LUCIEN;M;09/02/1932;CONSEILLER DEPARTEMENTAL;22/03/1985;27/06/1988;FM;VP;22/03/1985;27/06/1988;FM;RPR;NA;NA;NA;WIKIPEDIA
;NA;NA;NA;GUICHON;LUCIEN;M;09/02/1932;CONSEILLER REGIONAL;16/03/1986;26/09/1986;FM;NA;NA;NA;NA;RPR;NA;NA;NA;WIKIPEDIA
;NA;NA;NA;SAINT PIERRE;DOMINIQUE;M;10/11/1940;REPRESENTANT EUROPEN;12/06/1994;10/06/1999;FM;NA;NA;NA;NA;NA;NA;NA;NA;WIKIPEDIA
;NA;NA;NA;CHAVANNE;GUY;M;21/04/1935;CONSEILLER DEPARTEMENTAL;07/03/1976;10/03/1982;FM;NA;NA;NA;NA;COM;NA;OYONNAX;Canton;ARCHIVES
;NA;NA;NA;CHAVANNE;GUY;M;21/04/1935;CONSEILLER MUNICIPAL;13/03/1977;01/01/1982;DM;M;13/03/1977;01/01/1982;NA;PCF;NA;OYONNAX;Commune;ARCHIVES
;NA;NA;NA;EMIN;JEAN-PAUL;M;17/06/1939;CONSEILLER MUNICIPAL;NA;NA;NA;ADJOINT;NA;NA;NA;NA;NA;OYONNAX;Commune;WIKIPEDIA
;NA;NA;NA;EMIN;LEON;M;11/07/1903;CONSEILLER MUNICIPAL;08/03/1959;10/03/1965;FM;M;08/03/1959;10/03/1965;FM;NA;NA;OYONNAX;Commune;WIKIPEDIA
;NA;NA;NA;EMIN;LEON;M;11/07/1903;CONSEILLER MUNICIPAL;14/03/1965;10/03/1971;FM;M;14/03/1965;10/03/1971;FM;NA;NA;OYONNAX;Commune;WIKIPEDIA
;NA;NA;NA;EMIN;LEON;M;11/07/1903;CONSEILLER MUNICIPAL;14/03/1971;10/03/1977;FM;M;14/03/1971;10/03/1977;FM;NA;NA;OYONNAX;Commune;WIKIPEDIA
;NA;NA;NA;GUICHON;LUCIEN;M;09/02/1932;CONSEILLER MUNICIPAL;06/03/1983;10/03/1989;FM;M;06/03/1983;10/03/1989;FM;RPR;NA;OYONNAX;Commune;WIKIPEDIA
;NA;NA;NA;GUICHON;LUCIEN;M;09/02/1932;CONSEILLER MUNICIPAL;12/03/1989;10/06/1995;FM;M;12/03/1989;10/06/1995;FM;RPR;NA;OYONNAX;Commune;WIKIPEDIA
;NA;NA;NA;GUICHON;LUCIEN;M;09/02/1932;CONSEILLER MUNICIPAL;11/06/1995;10/03/2001;FM;M;11/06/1995;10/03/2001;FM;RPR;NA;OYONNAX;Commune;WIKIPEDIA
;;;;GOBET;JACQUES;M;24/08/1948;CONSEILLER MUNICIPAL;11/03/2001;01/03/2008;FM;M;11/03/2001;01/03/2008;FM;UMP;;OYONNAX;Commune;WIKIPEDIA
;;;;GOBET;JACQUES;M;24/08/1948;CONSEILLER REGIONAL;15/03/1998;20/03/2004;FM;;;;;UMP;;AIN;Departement;WIKIPEDIA
;;;;PERRAUD;MICHEL;M;15/04/1953;CONSEILLER MUNICIPAL;09/03/2008;20/03/2014;FM;M;09/03/2008;20/03/2014;FM;UDI;;OYONNAX;Commune;WIKIPEDIA
;;;;PERRAUD;MICHEL;M;15/04/1953;CONSEILLER MUNICIPAL;22/03/2014;10/03/2020;FM;M;22/03/2014;10/03/2020;FM;UDI;;OYONNAX;Commune;WIKIPEDIA
;;;;PERRAUD;MICHEL;M;15/04/1953;CONSEILLER MUNICIPAL;20/03/2020;NA;NA;M;20/03/2020;NA;NA;UDI;;OYONNAX;Commune;WIKIPEDIA
;;;;PERRAUD;MICHEL;M;15/04/1953;CONSEILLER DEPARTEMENTAL;11/03/2001;01/03/2008;FM;;;;;UDI;;OYONNAX;Canton;WIKIPEDIA
;;;;PERRAUD;MICHEL;M;15/04/1953;CONSEILLER DEPARTEMENTAL;09/03/2008;20/03/2015;FM;;;;;UDI;;OYONNAX SUD;Canton;WIKIPEDIA
;;;;PERRAUD;MICHEL;M;15/04/1953;CONSEILLER DEPARTEMENTAL;29/03/2015;10/06/2021;FM;;;;;UDI;;OYONNAX SUD;Canton;WIKIPEDIA
;NA;NA;NA;SUBTIL;ROBERT;M;NA;CONSEILLER MUNICIPAL;13/03/1977;01/03/1983;FM;M;01/02/1982;01/03/1983;FM;PCF;NA;OYONNAX;Commune;WIKIPEDIA
;NA;NA;NA;ABAD;DAMIEN;M;05/04/1980;CONSEILLER DEPARTEMENTAL;29/03/2015;10/06/2021;FM;P;02/04/2015;10/07/2017;CUMUL;LR;NA;PONT D AIN;Canton;WIKIPEDIA
;NA;NA;NA;ABAD;DAMIEN;M;05/04/1980;CONSEILLER DEPARTEMENTAL;20/06/2021;NA;NA;NA;NA;NA;NA;LR;NA;PONT D AIN;Canton;WIKIPEDIA
;NA;NA;NA;BOYON;JACQUES;M;30/09/1934;CONSEILLER DEPARTEMENTAL;01/12/1970;01/09/1973;FM;NA;NA;NA;NA;NA;NA;PONT D AIN;Canton;WIKIPEDIA
;NA;NA;NA;BOYON;JACQUES;M;30/09/1934;CONSEILLER DEPARTEMENTAL;10/03/1985;20/03/1992;FM;P;10/03/1985;20/03/1992;FM;RPR;NA;PONT D AIN;Canton;WIKIPEDIA
;NA;NA;NA;BOYON;JACQUES;M;30/09/1934;CONSEILLER DEPARTEMENTAL;23/09/1973;10/03/1979;FM;NA;NA;NA;NA;NA;NA;PONT D AIN;Canton;WIKIPEDIA
;NA;NA;NA;BOYON;JACQUES;M;30/09/1934;CONSEILLER DEPARTEMENTAL;18/03/1979;01/03/1985;FM;NA;16/04/1984;01/03/1985;FM;RPR;NA;PONT D AIN;Canton;ARCHIVES
;NA;NA;NA;BOYON;JACQUES;M;30/09/1934;CONSEILLER MUNICIPAL;14/03/1971;10/03/1977;FM;M;14/03/1971;10/03/1977;FM;NA;NA;PONT D AIN;Commune;ARCHIVES
;NA;NA;NA;BOYON;JACQUES;M;30/09/1934;CONSEILLER MUNICIPAL;13/03/1977;10/03/1983;FM;M;13/03/1977;10/03/1983;FM;NA;NA;PONT D AIN;Commune;WIKIPEDIA
;NA;NA;NA;BOYON;JACQUES;M;30/09/1934;CONSEILLER MUNICIPAL;14/03/1983;19/03/1989;FM;M;14/03/1983;19/03/1989;FM;NA;NA;PONT D AIN;Commune;WIKIPEDIA
;NA;NA;NA;BOYON;JACQUES;M;30/09/1934;CONSEILLER MUNICIPAL;20/01/1991;05/06/1995;FM;M;20/01/1991;05/06/1995;FM;NA;NA;PONT D AIN;Commune;WIKIPEDIA
;NA;NA;NA;BOYON;JACQUES;M;30/09/1934;CONSEILLER MUNICIPAL;11/06/1995;10/03/2001;FM;M;11/06/1995;10/03/2001;FM;NA;NA;PONT D AIN;Commune;WIKIPEDIA
;NA;NA;NA;BRAYARD;JOSEPH;M;31/03/1901;CONSEILLER DEPARTEMENTAL;23/09/1945;10/04/1958;FM;NA;NA;NA;NA;NA;NA;PONT DE VAUX;Canton;WIKIPEDIA
;NA;NA;NA;BRAYARD;JOSEPH;M;31/03/1901;CONSEILLER DEPARTEMENTAL;20/04/1958;01/03/1964;FM;NA;NA;NA;NA;NA;NA;PONT DE VAUX;Canton;WIKIPEDIA
;NA;NA;NA;BRAYARD;JOSEPH;M;31/03/1901;CONSEILLER DEPARTEMENTAL;08/03/1964;20/03/1970;FM;NA;NA;NA;NA;NA;NA;PONT DE VAUX;Canton;WIKIPEDIA
;NA;NA;NA;BRAYARD;JOSEPH;M;31/03/1901;CONSEILLER DEPARTEMENTAL;23/09/1970;03/07/1972;DC;NA;NA;NA;NA;NA;NA;PONT DE VAUX;Canton;WIKIPEDIA
SEN_058913V;NULL;58913V;NULL;DE LA VERPILLIERE;GUY;M;09/08/1922;CONSEILLER MUNICIPAL;26/04/1953;05/03/1959;FM;M;26/04/1953;05/03/1959;FM;CNI;NA;PROULIEU;Commune;ARCHIVES
SEN_058913V;NULL;58913V;NULL;DE LA VERPILLIERE;GUY;M;09/08/1922;CONSEILLER MUNICIPAL;08/03/1959;13/02/1963;AM;M;08/03/1959;13/02/1963;AM;CNI;NA;PROULIEU;Commune;ARCHIVES
;NA;NA;NA;VOISIN;MICHEL;M;06/10/1944;CONSEILLER MUNICIPAL;20/03/1977;01/03/1983;FM;ADJOINT;20/03/1977;01/03/1983;FM;RPR;NA;REPLONGES;Commune;WIKIPEDIA
;NA;NA;NA;VOISIN;MICHEL;M;06/10/1944;CONSEILLER MUNICIPAL;14/03/1983;19/03/1989;FM;M;14/03/1983;19/03/1989;FM;UDF;NA;REPLONGES;Commune;WIKIPEDIA
;NA;NA;NA;VOISIN;MICHEL;M;06/10/1944;CONSEILLER MUNICIPAL;12/03/1989;10/06/1995;FM;M;12/03/1989;10/06/1995;FM;UDF;NA;REPLONGES;Commune;WIKIPEDIA
;NA;NA;NA;VOISIN;MICHEL;M;06/10/1944;CONSEILLER MUNICIPAL;11/06/1995;10/03/2001;FM;M;11/06/1995;10/03/2001;FM;UDF;NA;REPLONGES;Commune;WIKIPEDIA
;NA;NA;NA;VOISIN;MICHEL;M;06/10/1944;CONSEILLER MUNICIPAL;11/03/2001;01/03/2008;FM;M;11/03/2001;01/03/2008;FM;UMP;NA;REPLONGES;Commune;WIKIPEDIA
;NA;NA;NA;VOISIN;MICHEL;M;06/10/1944;CONSEILLER MUNICIPAL;09/03/2008;20/03/2014;FM;M;09/03/2008;20/03/2014;FM;UMP;NA;REPLONGES;Commune;WIKIPEDIA
;NA;NA;NA;VOISIN;MICHEL;M;06/10/1944;CONSEILLER REGIONAL;02/04/2004;10/03/2010;FM;NA;NA;NA;NA;NA;NA;RHONE-ALPES;Rgion;WIKIPEDIA
;NA;NA;NA;VOISIN;MICHEL;M;06/10/1944;CONSEILLER REGIONAL;14/03/2010;06/12/2012;FM;NA;NA;NA;NA;NA;NA;RHONE-ALPES;Rgion;WIKIPEDIA
;NA;NA;NA;BLAISON;PIERRE;M;28/06/1903;CONSEILLER MUNICIPAL;14/03/1971;10/03/1977;FM;M;14/03/1971;10/03/1977;FM;NA;NA;SAINT GENIS POUILLY;Commune;WIKIPEDIA
;NA;NA;NA;DESPIERRE;RENE;M;NA;CONSEILLER MUNICIPAL;14/03/1965;10/03/1971;FM;M;15/11/1970;10/03/1971;FM;NA;NA;SAINT GENIS POUILLY;Commune;WIKIPEDIA
;NA;NA;NA;DURET;LUCIENNE;F;22/02/1922;CONSEILLER MUNICIPAL;13/03/1977;01/03/1983;FM;M;13/03/1977;01/03/1983;FM;NA;NA;SAINT GENIS POUILLY;Commune;WIKIPEDIA
;NA;NA;NA;DURET;LUCIENNE;F;22/02/1922;CONSEILLER MUNICIPAL;06/03/1983;10/03/1989;FM;M;06/03/1983;10/03/1989;FM;NA;NA;SAINT GENIS POUILLY;Commune;WIKIPEDIA
;NA;NA;NA;GIVERNET;OLGA;F;17/10/1981;CONSEILLER MUNICIPAL;30/03/2014;18/07/2017;AU;NA;NA;NA;NA;NA;NA;SAINT GENIS POUILLY;Commune;WIKIPEDIA
;NA;NA;NA;GRILLET;ARISTIDE;M;NA;CONSEILLER MUNICIPAL;29/04/1945;10/10/1947;FM;M;29/04/1945;10/10/1947;FM;NA;NA;SAINT GENIS POUILLY;Commune;WIKIPEDIA
;NA;NA;NA;GRILLET;ARISTIDE;M;NA;CONSEILLER MUNICIPAL;19/10/1947;20/04/1953;FM;M;19/10/1947;20/04/1953;FM;NA;NA;SAINT GENIS POUILLY;Commune;WIKIPEDIA
;NA;NA;NA;GRILLET;ARISTIDE;M;NA;CONSEILLER MUNICIPAL;26/04/1953;05/03/1959;FM;M;26/04/1953;05/03/1959;FM;NA;NA;SAINT GENIS POUILLY;Commune;WIKIPEDIA
;NA;NA;NA;GRILLET;ARISTIDE;M;NA;CONSEILLER MUNICIPAL;08/03/1959;10/03/1965;FM;M;08/03/1959;10/03/1965;FM;NA;NA;SAINT GENIS POUILLY;Commune;WIKIPEDIA
;NA;NA;NA;GRILLET;ARISTIDE;M;NA;CONSEILLER MUNICIPAL;14/03/1965;01/11/1970;DC;M;14/03/1965;01/11/1970;DC;NA;NA;SAINT GENIS POUILLY;Commune;WIKIPEDIA
;NA;NA;NA;HUBERT;BERTRAND;M;05/12/1946;CONSEILLER MUNICIPAL;12/03/1989;10/06/1995;FM;M;12/03/1989;10/06/1995;FM;DVG;NA;SAINT GENIS POUILLY;Commune;WIKIPEDIA
;NA;NA;NA;JEAN;LISETTE;F;NA;CONSEILLER MUNICIPAL;11/06/1995;10/03/2001;FM;M;11/06/1995;10/03/2001;FM;DVD;NA;SAINT GENIS POUILLY;Commune;WIKIPEDIA
;;;;BERTRAND;HUBERT;M;05/12/1946;CONSEILLER MUNICIPAL;11/03/2001;01/03/2008;FM;M;11/03/2001;01/03/2008;FM;PRG;;SAINT GENIS POUILLY;Commune;WIKIPEDIA
;;;;BERTRAND;HUBERT;M;05/12/1946;CONSEILLER MUNICIPAL;09/03/2008;20/03/2014;FM;M;09/03/2008;20/03/2014;FM;PRG;;SAINT GENIS POUILLY;Commune;WIKIPEDIA
;;;;BERTRAND;HUBERT;M;05/12/1946;CONSEILLER MUNICIPAL;22/03/2014;10/03/2020;FM;M;22/03/2014;10/03/2020;FM;PRG;;SAINT GENIS POUILLY;Commune;WIKIPEDIA
;;;;BERTRAND;HUBERT;M;05/12/1946;CONSEILLER MUNICIPAL;20/03/2020;NA;NA;M;20/03/2020;NA;NA;PRG;;SAINT GENIS POUILLY;Commune;WIKIPEDIA
;NA;NA;NA;PEPIN;JEAN;M;23/11/1939;CONSEILLER MUNICIPAL;13/03/1977;05/03/1983;FM;M;13/03/1977;05/03/1983;FM;NA;NA;SAINT NIZIER LE BOUCHOUX;Commune;ARCHIVES
;NA;NA;NA;PEPIN;JEAN;M;23/11/1939;CONSEILLER MUNICIPAL;06/03/1983;10/03/1989;FM;M;06/03/1983;10/03/1989;FM;NA;NA;SAINT NIZIER LE BOUCHOUX;Commune;WIKIPEDIA
;NA;NA;NA;PEPIN;JEAN;M;23/11/1939;CONSEILLER MUNICIPAL;12/03/1989;10/06/1995;FM;M;12/03/1989;10/06/1995;FM;NA;NA;SAINT NIZIER LE BOUCHOUX;Commune;WIKIPEDIA
;NA;NA;NA;PEPIN;JEAN;M;23/11/1939;CONSEILLER MUNICIPAL;11/06/1995;10/03/2001;FM;M;11/06/1995;10/03/2001;FM;NA;NA;SAINT NIZIER LE BOUCHOUX;Commune;WIKIPEDIA
;NA;NA;NA;PEPIN;JEAN;M;23/11/1939;CONSEILLER DEPARTEMENTAL;22/03/1992;10/03/1998;FM;P;22/03/1992;10/03/1998;FM;NA;NA;SAINT TRIVIER DE COURTES;Canton;WIKIPEDIA
;NA;NA;NA;PEPIN;JEAN;M;23/11/1939;CONSEILLER DEPARTEMENTAL;15/03/1998;20/03/2004;FM;P;15/03/1998;20/03/2004;FM;NA;NA;SAINT TRIVIER DE COURTES;Canton;WIKIPEDIA
;NA;NA;NA;PEPIN;JEAN;M;23/11/1939;CONSEILLER DEPARTEMENTAL;18/03/1979;01/03/1985;FM;NA;NA;NA;NA;DMF;NA;SAINT TRIVIER DE COURTES;Canton;ARCHIVES
;NA;NA;NA;PEPIN;JEAN;M;23/11/1939;CONSEILLER DEPARTEMENTAL;10/03/1985;20/03/1992;FM;NA;NA;NA;NA;NA;NA;SAINT TRIVIER DE COURTES;Canton;WIKIPEDIA
;NA;NA;NA;DUBUIS;EMILE;M;20/03/1911;CONSEILLER DEPARTEMENTAL;01/03/1949;10/04/1955;FM;NA;NA;NA;NA;MRP;NA;TREVOUX;Canton;WIKIPEDIA
;NA;NA;NA;DUBUIS;EMILE;M;20/03/1911;CONSEILLER DEPARTEMENTAL;17/04/1955;01/06/1961;FM;NA;NA;NA;NA;MRP;NA;TREVOUX;Canton;WIKIPEDIA
;NA;NA;NA;DUBUIS;EMILE;M;20/03/1911;CONSEILLER DEPARTEMENTAL;04/06/1961;20/09/1967;FM;NA;NA;NA;NA;MRP;NA;TREVOUX;Canton;WIKIPEDIA
;NA;NA;NA;DUBUIS;EMILE;M;20/03/1911;CONSEILLER DEPARTEMENTAL;24/09/1967;01/03/1971;NA;NA;NA;NA;NA;MRP;NA;TREVOUX;Canton;WIKIPEDIA
;NA;NA;NA;DUBUIS;EMILE;M;20/03/1911;CONSEILLER MUNICIPAL;19/10/1947;20/04/1953;FM;M;19/10/1947;20/04/1953;FM;MRP;NA;TREVOUX;Commune;WIKIPEDIA
;NA;NA;NA;DUBUIS;EMILE;M;20/03/1911;CONSEILLER MUNICIPAL;26/04/1953;05/03/1959;FM;M;26/04/1953;05/03/1959;FM;MRP;NA;TREVOUX;Commune;WIKIPEDIA
;NA;NA;NA;DUBUIS;EMILE;M;20/03/1911;CONSEILLER MUNICIPAL;08/03/1959;10/03/1965;FM;M;08/03/1959;10/03/1965;FM;MRP;NA;TREVOUX;Commune;WIKIPEDIA
;NA;NA;NA;DUBUIS;EMILE;M;20/03/1911;CONSEILLER MUNICIPAL;14/03/1965;10/03/1971;FM;M;14/03/1965;10/03/1971;FM;MRP;NA;TREVOUX;Commune;WIKIPEDIA
;NA;NA;NA;DUBUIS;EMILE;M;20/03/1911;CONSEILLER MUNICIPAL;01/01/1941;01/11/1944;FM;M;01/01/1941;01/11/1944;FM;MRP;NA;TREVOUX;Commune;WIKIPEDIA
;NA;NA;NA;CHAIZE;PATRICK;M;22/03/1963;CONSEILLER MUNICIPAL;09/03/2008;20/03/2014;FM;M;09/03/2008;20/03/2014;FM;NA;NA;VONNAS;Commune;WIKIPEDIA
;NA;NA;NA;CHAIZE;PATRICK;M;22/03/1963;CONSEILLER MUNICIPAL;22/03/2014;10/03/2020;FM;M;22/03/2014;01/01/2017;CUMUL;NA;NA;VONNAS;Commune;WIKIPEDIA
